1.214299885929256417e-01,6.811252343872419290e-01,8.008814353351489945e-02,4.003453577260881469e-01,4.028126848905577706e-01
2.552253227111123124e-01,3.406930926766522649e-01,6.835796168056641475e-01,5.651884006334273458e-01,4.707609867917109669e-01
6.258704430795626328e-01,9.887636975114532101e-01,1.557399288456354780e-01,2.530535099766234586e-01,4.528756882368959458e-01
8.924358384681990719e-01,4.695859667005587434e-01,5.630149732428535447e-02,6.439656126364745603e-02,7.729116567863907328e-01
4.588259751838970057e-01,6.256112399420702408e-01,7.803485592359926670e-01,5.414645045333799089e-01,4.762240190661551908e-01
3.747396585776753275e-01,9.001482083385861088e-01,8.362557062550046716e-02,4.566716810635549351e-01,5.877291845387569991e-01
5.332691150881396780e-02,8.956979451013173943e-01,9.975338337719277249e-01,2.628965260727457176e-01,8.234990039096166115e-01
8.192439406508562616e-01,1.198362673870201345e-02,6.341415376803225534e-01,3.332347159764236233e-01,4.762505038077735620e-03
2.675523923565681361e-02,8.649479368160127857e-01,9.230396273249568129e-01,6.170953864074661954e-01,4.837737226726412931e-02
7.475451148386995648e-01,7.513129047520320514e-01,2.863781104135670885e-01,9.389751612881132026e-01,9.507729668042090854e-01
4.473723425955360433e-01,7.472962900982117462e-01,1.049374418483932647e-01,2.744618428159104617e-01,9.458048552481498339e-01
4.017566015609375096e-01,4.696279179064677400e-03,2.178464259634993461e-01,2.251281286966764217e-01,1.949235074437331017e-01
5.854281819201464510e-01,3.008368877161819999e-01,3.421563086440532198e-01,3.283670161642660013e-02,8.264831553626096339e-01
2.131647937938637716e-01,9.299798788358061286e-01,4.933098246961596933e-01,1.626196904007917166e-01,3.765596659198356955e-01
2.667385979999530310e-01,7.889768345866220445e-01,9.616308299477133170e-01,2.955688982151570832e-01,4.161001310987033630e-02
8.804000007253522941e-01,5.079176993203313728e-01,1.754170967298667172e-01,9.928764745657348012e-02,1.495982910217322770e-01
8.978657374379594991e-02,2.753935532836060407e-02,8.079997159883448576e-01,4.290549506393697143e-01,9.696623899695581139e-01
2.434650161143206981e-01,6.387132424779495832e-02,8.891761344887577634e-01,8.609546410436060837e-01,1.294475438795437139e-01
8.379983781771384033e-01,7.159150956925118825e-01,2.014083746667104657e-01,5.921571659878021032e-01,1.311900162389767477e-01
2.741124978945451707e-01,8.877988005792570858e-01,9.985026873667642855e-01,7.483450387950651983e-02,7.621384895003202598e-01
7.277889971263240554e-01,4.167242406835224289e-01,6.720293727068749057e-02,8.673906427616634440e-01,3.505436953542991896e-01
4.580503234510645560e-01,6.009213730166298451e-01,9.057423947768309391e-01,3.716415337024853160e-01,2.233525945628455078e-01
8.129249560619909998e-01,7.608698828723193808e-01,2.132084646034626552e-02,7.204064330991011289e-02,3.391705139601408625e-02
9.900547469566434167e-02,5.331975810815626771e-01,9.409059484900416104e-01,4.985309241962027071e-01,4.633516444680013668e-01
9.310678754335308671e-01,7.842470670597196936e-01,5.176002529726397849e-02,1.238195551791687610e-01,5.249294674161809615e-01
9.004275208294820754e-02,6.741631875188425216e-01,1.921912261222020746e-01,3.936454850304466069e-01,8.282081778778505043e-01
6.817044792037996181e-01,2.292586523071462601e-01,6.757510648795972408e-01,8.238340603985144783e-01,4.415187340602108046e-01
3.059861211329742980e-01,5.791169598297318810e-01,8.282937923191699969e-01,8.731842828354763331e-01,8.905379589908777316e-01
8.771526000364231468e-01,1.893958115847460544e-01,9.791298768354611548e-01,1.650422018105346389e-01,8.077571278739835714e-01
6.763818615685701641e-02,3.375910002097959328e-02,3.544600884479220948e-02,3.316312184093948012e-01,4.657290820226138717e-01
2.720979841929952459e-01,5.716670027906936014e-01,2.021571631087459853e-01,6.217919999875108905e-01,1.085795434691853023e-01
2.463611106598573297e-01,8.142660693306886799e-01,8.318953760860602342e-01,3.722119448665539565e-01,6.826840318795619478e-01
1.262391209392754732e-01,3.695052249603583139e-01,6.460990162871752540e-01,8.864048052271819023e-01,9.541243920132395084e-01
1.072272817524453359e-01,1.217068840483710446e-01,2.397732012726391249e-01,3.697954598345765120e-01,4.937767772092744867e-01
4.798303337190779061e-03,4.311653831194186548e-01,3.404157111064969321e-01,7.684028394476094537e-02,3.928654345514059898e-02
8.193876965531877721e-01,7.025773726272195319e-01,6.976801394538898471e-01,6.494944476064413719e-01,4.937504544993824851e-01
3.630035686679188300e-01,5.486788049934432365e-01,3.727867569876441856e-01,8.914942530888564365e-01,3.279813256939383415e-01
9.408064853555027085e-01,6.531438672344250795e-01,1.949840213208997586e-01,5.547071547624286003e-01,6.586535678978621133e-01
1.933119770449801544e-01,3.884696901752860976e-01,2.066663506045097742e-01,3.134355612347793363e-01,6.984460965944722100e-01
6.169088142840999378e-01,5.103216046586969146e-01,3.962597598372614716e-01,8.989024450137594879e-01,6.024883975382383516e-01
7.997719023208983424e-01,6.850565253908796892e-01,1.188574956715583442e-01,6.567280476635110054e-01,3.931987174687679998e-01
6.017677522276809743e-02,6.792113874775995708e-01,1.608525833351777123e-01,7.482705008609079611e-01,4.782280618778973480e-01
9.736299650884182588e-01,4.809110114839669770e-01,5.500447531928325251e-01,8.142350368873452204e-02,6.914221652178786925e-02
7.009115952450294396e-01,4.911820840508477337e-01,7.365866742467483963e-01,5.839796006490818314e-01,2.027639824427048820e-01
7.296000800714468326e-01,7.343092101286026185e-01,4.995996391865753505e-02,4.727151161508706956e-01,7.991406669923851736e-01
3.553276480274928373e-01,2.003388452885213056e-01,4.897380398696612458e-01,7.171221367342665021e-01,1.993230074678326025e-01
8.578433575732304917e-01,8.162653274048801144e-01,8.647721830230417073e-01,5.704644116771917517e-01,9.492983714395464290e-02
3.138844687007519285e-01,4.013540830253050640e-01,5.318699725790316801e-01,8.964450245591870647e-02,9.095750150152197566e-01
1.039665040865053180e-01,7.519530888795900037e-02,1.577291328830969785e-01,3.376443198044875027e-01,2.485857542268913312e-01
6.145855149919908778e-01,8.162348751827777082e-01,2.347660286337494018e-02,9.853701584976489736e-01,6.199848092550248602e-01
1.435290793882222360e-01,3.019796179534015579e-01,2.525873433820846614e-01,3.084921845293697729e-01,5.475108996933664152e-01
8.483605230201385350e-01,4.241568658892596044e-01,1.528542549559197550e-02,9.002964911783564173e-01,4.728535852318317412e-01
6.394958652431291801e-01,6.523131923914238239e-01,3.089108907259137116e-01,6.869360401372547331e-01,9.485444531450810679e-01
